Bibliotek|Alternativt biblioteksnamn|Sigel|Bibliotekstyp|Gatuadress|Postnummer|Ort|Besöksadress|Latitud|Longitud|Län|Kommunkod|Telefonnummer|E-post|Webbadress|Geocode
Skolbiblioteket på Södra skolan||8ceb|skolbib|Strandvägen 18|591 36|Motala||58.5318016|15.048615||0583|0767676507|jakob.fries@motala.se||Strandvägen 18, 591 36, Motala, Sweden
Skolbiblioteket på Carlsund utbildningscentrum||8cec|gymbib|Medevivägen 57|591 39|Motala||58.5499897|15.0161103||0583|0141-225765|bibliotek.carlsund@motala.se||Medevivägen 57, 591 39, Motala, Sweden
Skolbiblioteket på Skolgårda skola||8ced|skolbib|Skolgårdagatan 24|591 60|Motala||58.555676|15.0668069||0583|076-7676506|karin.green@motala.se||Skolgårdagatan 24, 591 60, Motala, Sweden
Skänninge bibliotek||8cef|folkbib|Vadstenagatan 2|591 61|Skänninge||58.395788|15.085372||0586||skanningebibliotek@mjolby.se||Vadstenagatan 2, 591 61, Skänninge, Sweden
Sjukhusbiblioteken i Östergötlands län||8ceg|sjukbib|Gamla Övägen 25|601 82|Norrköping||58.5632628|16.1787572|E|0500|0141-77506|maria.borjesson@lio.se||Gamla Övägen 25, 601 82, Norrköping, Sweden
Landsarkivet i Vadstena||8ceh|specbib|Vadstena slott|592 30|Vadstena||58.4468612|14.8834587||0180||||Vadstena slott, 592 30, Vadstena, Sweden
Musikbiblioteket & Visarkivet||8cem|folkbib|Fabriksgatan 21|593 80|Västervik||57.7582654|16.6301419||0883||musikbiblioteket@vastervik.se||Fabriksgatan 21, 593 80, Västervik, Sweden
Gamlebys bibliotek||8cen|folkbib|Västerviksvägen 4|594 30|Gamleby||57.8990132|16.4056343||0883||||Västerviksvägen 4, 594 30, Gamleby, Sweden
Mjölby gymnasium, Kungshögaskolan||8cep|gymbib|Gymnasievägen 1|595 34|Mjölby||58.3271961|15.1079344||0586|0142-85354|elin.backstrom@mjolby.se||Gymnasievägen 1, 595 34, Mjölby, Sweden
Skolbiblioteket på Vasaskolan L||8ceq|skolbib|Lagmansgatan 12|595 51|Mjölby||58.3241013|15.1357435||0586|070-678 15 31|susanne.m.andrsson@edu.mjolby.se||Lagmansgatan 12, 595 51, Mjölby, Sweden
Skolbiblioteket på Lagmansskolan MH||8cer|skolbib|Lagmansgatan 34|595 52|Mjölby||58.3199064|15.1336438||0586||ulla.diberg@edu.mjolby.se||Lagmansgatan 34, 595 52, Mjölby, Sweden
Borghamns bibliotek||8ces|folkbib|Hovanäsvägen 9|595 93|Borghamn||58.3855344|14.6953914||0584||||Hovanäsvägen 9, 595 93, Borghamn, Sweden
Mariannelunds bibliotek||8cey|folkbib|Verdandigatan 5|598 97|Mariannelund||57.616077|15.5704787||0686||||Verdandigatan 5, 598 97, Mariannelund, Sweden
Skolbiblioteket på Furulundsskolan||8cez|skolbib|Skolgatan 5|598 97|Mariannelund||57.6150745|15.5724476||0686|0456-81 66 88|lna@eksjo.se||Skolgatan 5, 598 97, Mariannelund, Sweden
Ebersteinska gymnasiets bibliotek||8cfc|gymbib|Linköpingsvägen 6|601 05|Norrköping||58.5862792|16.1675063|E|0581|011-153048|agneta.blomgren@edu.norrkoping.se||Linköpingsvägen 6, 601 05, Norrköping, Sweden
Linköpings universitetsbibliotek Campus Norrköping||8cfd|univbib|Bredgatan 33|601 74|Norrköping||58.5898752|16.1764399||0580||||Bredgatan 33, 601 74, Norrköping, Sweden
Eneby bibliotek||8cfe|folkbib|Taborsbergsvägen 81|602 08|Norrköping||58.6063083|16.1481808||0581||||Taborsbergsvägen 81, 602 08, Norrköping, Sweden
Hagagymnasiets bibliotek||8cfg|gymbib|Hagagatan 28|602 15|Norrköping||58.5989436|16.1597804|E|0581|011-15 32 39|sylvia.rix@edu.norrkoping.se||Hagagatan 28, 602 15, Norrköping, Sweden
Skolbiblioteket på Kunskapsgymnasiet Norrköping||8cfi|frisgym|Källvindsgatan 5|602 40|Norrköping||58.5885238|16.1798014||0581|08-506 911 97|carina.karlsson@kunskapsgymnasiet.se||Källvindsgatan 5, 602 40, Norrköping, Sweden
Vilbergens bibliotek||8cfj|folkbib|Urbergsgatan 90|603 56|Norrköping||58.5715698|16.1708975||0581||||Urbergsgatan 90, 603 56, Norrköping, Sweden
Hageby bibliotek||8cfk|folkbib|Mirum galleria|603 60|Norrköping||58.5681803|16.201532||0581||||Mirum galleria, 603 60, Norrköping, Sweden
Skolbiblioteket Söderporten||8cfl|skolbib|Snickaregatan 10|603 60|Norrköping||58.5720692|16.2026691||0581|011-153300|albana.qollaku@edu.norrkoping.se||Snickaregatan 10, 603 60, Norrköping, Sweden
Skolbiblioteket på Borgsmoskolan||8cfm|skolbib|Dalviksgatan 75|603 80|Norrköping||58.5742673|16.1414379||0581|011-153100|eva.petterssonwessman@edu.norrkoping.se||Dalviksgatan 75, 603 80, Norrköping, Sweden
Hällestad bibliotek||8cfn|folkbib|Tingshusvägen 9|610 12|Hällestad||58.7300523|15.579054||0562||||Tingshusvägen 9, 610 12, Hällestad, Sweden
Rejmyre bibliotek||8cfo|folkbib|Glasbruksvägen 42|610 14|Rejmyre||58.8310887|15.9281577||0562||||Glasbruksvägen 42, 610 14, Rejmyre, Sweden
Östra Husby bibliotek||8cfp|folkbib|Bossgårdsvägen 9|610 24|Vikbolandet||58.5792745|16.5624617||0581||||Bossgårdsvägen 9, 610 24, Vikbolandet, Sweden
Gusums bibliotek||8cfq|folkbib|Furuvägen 3-5|610 40|Gusum||58.2652577|16.494588||0563||per-johan.fjellstrom@valdemarsvik.se||Furuvägen 3-5, 610 40, Gusum, Sweden
Ringarums bibliotek||8cfr|folkbib|Skolvägen 5|610 41|Ringarum||58.3356103|16.4499476||0563||yvonne.grahn@valdemarsvik.se||Skolvägen 5, 610 41, Ringarum, Sweden
Stigtomta bibliotek||8cfs|folkbib|Skolvägen 4|610 55|Stigtomta||58.7998513|16.7878653||0480||||Skolvägen 4, 610 55, Stigtomta, Sweden
Biblioteket Navet||8cft|folkbib|Vagnhärads Torg 1 D|610 73|Vagnhärad||58.946048|17.486362||0488||||Vagnhärads Torg 1 D, 610 73, Vagnhärad, Sweden
Nyköping Strand Utbildningscentrum||8cfu|frisgym|Gästabudsvägen 6|611 31|Nyköping||58.7450266|17.0127049||0480|0155284424|karin.uppman@nsutbildning.se||Gästabudsvägen 6, 611 31, Nyköping, Sweden
Skolbiblioteket på Nyköpings högstadium  Alpha||8cfw|skolbib|Aurora Hombergs Väg 9|611 34|Nyköping||58.7536833|17.0174047||0480||jorgen.leidebrant@nykoping.se||Aurora Hombergs Väg 9, 611 34, Nyköping, Sweden
Mogata bibliotek||8cgc|folkbib|Varstensvägen|614 90|Söderköping||58.4439578|16.4414721||0582||susanna.ekman@soderkoping.se||Varstensvägen, 614 90, Söderköping, Sweden
Östra Ryds bibliotek||8cgd|folkbib|Östra Ryd skola|614 96|Östra Ryd||58.4052802|16.1649747||0582||eva.nord.furenhed@soderkoping.se||Östra Ryd skola, 614 96, Östra Ryd, Sweden
Åby bibliotek||8cgf|folkbib|Nyköpingsvägen 7 A|616 32|Åby||58.6614714|16.1768173||0581||||Nyköpingsvägen 7 A, 616 32, Åby, Sweden
Skärblacka bibliotek||8cgg|folkbib|Eskilsvägen 1|617 21|Skärblacka||58.5819101|15.9140282||0581||||Eskilsvägen 1, 617 21, Skärblacka, Sweden
Krokek bibliotek||8cgh|folkbib|Råsslavägen 20|618 32|Kolmården||58.6648443|16.3780146||0581||||Råsslavägen 20, 618 32, Kolmården, Sweden
Skolbiblioteket på Skärlagskolan||8cgk|skolbib|Boställsgatan 1|619 80|Trosa||58.9067897|17.5621751||0488|0156-52263|gabriella.svanborg@edu.trosa.se||Boställsgatan 1, 619 80, Trosa, Sweden
Skolbiblioteket på Södervärnsskolans||8cgm|skolbib|Stenkumlaväg 35|621 49|Visby||57.624684|18.2862171|I|0980|0498-269607|ewa.granath@gotland.se||Stenkumlaväg 35, 621 49, Visby, Sweden
Gråbobiblioteket||8cgn|folkbib|Gråbo torg 11|621 51|Visby||57.6410121|18.2953385|I|0980||||Gråbo torg 11, 621 51, Visby, Sweden
Gotlands folkbibliotek||8cgq|folkbib|Cramérgatan 5|621 57|Visby||57.639882|18.2897538|I|0980||||Cramérgatan 5, 621 57, Visby, Sweden
Wisbygymnasiets bibliotek||8cgr|gymbib|Sävesväg 10|621 82|Visby||57.626102|18.2941509|I|0980|0498-269515|louise.greveback@gotland.se||Sävesväg 10, 621 82, Visby, Sweden
Solbergaskolans skolbibliotek||8cgs|skolbib|Kung Magnus väg 4|621 82|Visby||57.6364565|18.2987457|I|0980|0498-269701|bjorn.mollerstrom@gotland.se||Kung Magnus väg 4, 621 82, Visby, Sweden
Lyckåkerskolans skolbibliotek||8cgu|skolbib|Lövängsgatan 5|621 82|Visby||57.6195361|18.2906266|I|0980|076-4289215|bjorn.falke@gotland.se||Lövängsgatan 5, 621 82, Visby, Sweden
Sjukhusbiblioteken på Gotland||8cgv|sjukbib|Visby lasarett|621 84|Visby||57.6348|18.29484|I|0900||mattias.axen@gotland.se||Visby lasarett, 621 84, Visby, Sweden
Korpens bibliotek, Visby||8cgw|folkbib|Brömsebroväg  8|621 84|Visby||57.6400837|18.309568|I|0980||||Brömsebroväg  8, 621 84, Visby, Sweden
Roma bibliotek||8cgx|folkbib|Visbyvägen 33B|622 54|Romakloster||57.5053956|18.4555122|I|0980||||Visbyvägen 33B, 622 54, Romakloster, Sweden
Burgsviks bibliotek||8cgy|folkbib|Hoburgsvägen 22|623 35|Burgsvik||57.0345673|18.2796904|I|0980||||Hoburgsvägen 22, 623 35, Burgsvik, Sweden
Havdhems bibliotek||8cgz|folkbib|Gamla skolan|623 41|Havdhem||57.1607281|18.3332693|I|0980||||Gamla skolan, 623 41, Havdhem, Sweden
Hemse bibliotek||8cha|folkbib|Storgatan 58|623 50|Hemse||57.2391654|18.3762846|I|0980||||Storgatan 58, 623 50, Hemse, Sweden
Östergarns bibliotek||8chb|folkbib|Bygdegården|623 68|Katthammarsvik||57.4044045|18.8475461|I|0980||||Bygdegården, 623 68, Katthammarsvik, Sweden
Klintehamns bibliotek||8chc|folkbib|Norra Kustvägen 2 B|623 77|Klintehamn||57.3871933|18.1995834|I|0980||||Norra Kustvägen 2 B, 623 77, Klintehamn, Sweden
Klinteskolans skolbibliotek||8chd|skolbib|Skolgatan 3|623 77|Klintehamn||57.3864874|18.2089366|I|0980|0498204860|lena.unnerfeldt@gotland.se||Skolgatan 3, 623 77, Klintehamn, Sweden
Slite bibliotek||8che|folkbib|Torget 5|624 48|Slite||57.7052229|18.8047823|I|0980||||Torget 5, 624 48, Slite, Sweden
Solklintsskolans skolbibliotek||8chf|skolbib|Östervallagatan|624 48|Slite||57.7056255|18.8001214|I|0980||annette.cederbladh@gotland.se||Östervallagatan, 624 48, Slite, Sweden
Fårösunds bibliotek||8chg|folkbib|Kommunalvägen 9|624 62|Fårösund||57.8582875|19.0589688|I|0980||||Kommunalvägen 9, 624 62, Fårösund, Sweden
Mötesplats Fröslunda Fröet||8chm|folkbib|Fröslunda torg|632 20|Eskilstuna||59.356063|16.5143998||0484||||Fröslunda torg, 632 20, Eskilstuna, Sweden
Skolbiblioteket på Internationella Engelska Skolan i Eskilstuna||8cho|friskol|Sturegatan 11|632 30|Eskilstuna||59.3568383|16.4986025||0484|016-541 84 40|ellinor.blomberg.eskilstuna@engelska.se||Sturegatan 11, 632 30, Eskilstuna, Sweden
Lagersbergs bibliotek||8chp|folkbib|Fogdegatan 1|632 32|Eskilstuna||59.3539686|16.4801302||0484||||Fogdegatan 1, 632 32, Eskilstuna, Sweden
Skolbiblioteket på Slottsskolan||8chq|skolbib|Klostergatan 8|633 41|Eskilstuna||59.372124|16.5245862||0484|016 710 8350|yvonne.larsson@eskilstuna.se||Klostergatan 8, 633 41, Eskilstuna, Sweden
Skolbiblioteket på Årbyskolan||8chr|skolbib|Magistervägen 20|633 44|Eskilstuna||59.3822821|16.5268773||0484|016-7101586|annika.goblirsch@eskilstuna.se||Magistervägen 20, 633 44, Eskilstuna, Sweden
Årby bibliotek||8chs|folkbib|Årbygatan 3|633 45|Eskilstuna||59.3817496|16.5225201||0484||||Årbygatan 3, 633 45, Eskilstuna, Sweden
Skolbiblioteket på Slagstaskolan||8cht|skolbib|Majtunagatan 2|633 48|Eskilstuna||59.3954043|16.4908478||0484|016-7101912|linda.grape@eskilstuna.se||Majtunagatan 2, 633 48, Eskilstuna, Sweden
Djurgårdsskolans skolbibliotek||8chu|skolbib|Skogvaktarvägen 1|633 49|Eskilstuna||59.3653747|16.5372813||0484|016-710 18 26|helena.nilsson3@eskilstuna.se||Skogvaktarvägen 1, 633 49, Eskilstuna, Sweden
Mötesplats Palatzet Skiftinge||8chv|folkbib|Skiftinge centrum|633 53|Eskilstuna||59.3896237|16.5375036||0484||||Skiftinge centrum, 633 53, Eskilstuna, Sweden
Mötesplats Söder||8chw|folkbib|Skogsängsgatan 2 A|633 57|Eskilstuna||59.3583187|16.520092||0484||||Skogsängsgatan 2 A, 633 57, Eskilstuna, Sweden
Skolbiblioteket på Skogstorpsskolan||8chx|skolbib|Rosenforsvägen 31|633 69|Skogstorp||59.3204079|16.4782316||0484|016-159614|biljana.sekaric@eskilstuna.se||Rosenforsvägen 31, 633 69, Skogstorp, Sweden
Mötesplats Kjula Tallgläntan||8chy|folkbib|Tallvägen 1|635 06|Eskilstuna||59.384134|16.6742659||0484||||Tallvägen 1, 635 06, Eskilstuna, Sweden
Skolbiblioteket på Tegelviken||8chz|skolbib|Sundbyviksvägen 2|635 31|Kvicksund||59.4486532|16.3393003||0484|016-7108301|johan.lindeberg@eskilstuna.se||Sundbyviksvägen 2, 635 31, Kvicksund, Sweden
Högsjö bibliotek||8cia|folkbib|Skolgatan 13|640 10|Högsjö||59.0273755|15.6752506||0428||||Skolgatan 13, 640 10, Högsjö, Sweden
Björkviks bibliotek||8cib|folkbib|Åsättersvägen 6|640 20|Björkvik||58.8398278|16.5122313||0483||||Åsättersvägen 6, 640 20, Björkvik, Sweden
Sköldinge bibliotek||8cic|folkbib|Köpmangatan 4|640 24|Sköldinge||59.0319522|16.4502718||0483||||Köpmangatan 4, 640 24, Sköldinge, Sweden
Julita bibliotek||8cid|folkbib|Skolvägen 3|640 25|Julita||59.1477173|16.0592284||0483||||Skolvägen 3, 640 25, Julita, Sweden
Bettna Bibliotek||8cie|folkbib|Norrgårdsvägen 8|640 33|Bettna||58.9076437|16.6355222|D|0482||||Norrgårdsvägen 8, 640 33, Bettna, Sweden
Mötesplats Alberga||8cif|folkbib|Hammargårdsvägen 1|640 40|Stora Sundby||59.2816977|16.1103947||0484||||Hammargårdsvägen 1, 640 40, Stora Sundby, Sweden
Skolbiblioteket på Sandbäcksskolan||8cii|skolbib|Fortunagatan 15|641 33|Katrineholm||58.9922948|16.2250647||0483||annika.larsson@katrineholm.se||Fortunagatan 15, 641 33, Katrineholm, Sweden
Skolbiblioteket på Södra skolan||8cij|skolbib|Oppundavägen 29 A-D|641 37|Katrineholm||58.9886346|16.2053293||0483|0705700943|bjorn.hellberg@katrineholm.se||Oppundavägen 29 A-D, 641 37, Katrineholm, Sweden
Skolbiblioteket på Grundsärskolan Nävertorp||8cik|skolbib|Stora Malmsvägen 5, 2|641 50|Katrineholm||58.9838708|16.1884265||0483|0705700682|karolina.rochling@katrineholm.se||Stora Malmsvägen 5, 2, 641 50, Katrineholm, Sweden
Skolbiblioteket på Katrineholms Tekniska College||8cil|gymbib|Västgötagatan 31|641 80|Katrineholm||58.9827777|16.1962518||0483|0150-57462|anna-karin.sjokvist@katrineholm.se||Västgötagatan 31, 641 80, Katrineholm, Sweden
Malmköpings Bibliotek||8cin|folkbib|Skolgatan 1|642 61|Malmköping||59.1365174|16.7210942|D|0482||||Skolgatan 1, 642 61, Malmköping, Sweden
Stallarholmens bibliotek||8civ|folkbib|Vannestavägen 2|645 61|Stallarholmen||59.3557959|17.2063712||0486||||Vannestavägen 2, 645 61, Stallarholmen, Sweden
Strängnäs museum||8ciw|muskom|Eskilstunavägen 2|645 80|Strängnäs||59.3782988|17.0243125||0486||gerard.adamse@strangnas.se||Eskilstunavägen 2, 645 80, Strängnäs, Sweden
Stjärnhovs bibliotek||8cix|folkbib|Dagavägen 4|646 51|Stjärnhov||59.0778992|17.016052||0461||maria.johansson@gnesta.se||Dagavägen 4, 646 51, Stjärnhov, Sweden
Skolbiblioteket på Frejaskolan||8ciz|skolbib|Skolgatan 12|646 80|Gnesta||59.0461759|17.3167634||0461|0158 275 626|christina.kjellvinger@gnesta.se||Skolgatan 12, 646 80, Gnesta, Sweden
Mariefreds bibliotek||8cja|folkbib|Rådhustorget|647 30|Mariefred||59.2620381|17.22311||0486||||Rådhustorget, 647 30, Mariefred, Sweden
Gripsholmsskolans bibliotek||8cjb|friskol|Gripsholm|647 30|Mariefred||59.2583724|17.2157019||0486|070-1009050|nina@gripsholmsskolan.se||Gripsholm, 647 30, Mariefred, Sweden
Åkers bibliotek||8cjc|folkbib|Skolvägen 1|647 52|Åkers Styckebruk||59.2556199|17.1090378||0486||||Skolvägen 1, 647 52, Åkers Styckebruk, Sweden
Hälleforsnäs Bibliotek||8cjd|folkbib|Storgatan 16|648 30|Hälleforsnäs||59.1535466|16.4992618|D|0482||||Storgatan 16, 648 30, Hälleforsnäs, Sweden
Sparreholms Bibliotek||8cje|folkbib|Skolgatan 6|649 34|Sparreholm||59.0711735|16.8319733|D|0482||||Skolgatan 6, 649 34, Sparreholm, Sweden
Skolbiblioteket på Norrstrandsskolan||8cjf|skolbib|Norra allén 33|650 04|Karlstad||59.3908161|13.5232086||1780||asa.edberg@karlstad.se||Norra allén 33, 650 04, Karlstad, Sweden
Skåre bibliotek||8cjg|folkbib|Centrumvägen 8|650 08|Karlstad||59.43639|13.4392454||1780||||Centrumvägen 8, 650 08, Karlstad, Sweden
Kronoparkens bibliotek||8cjh|folkbib|Signalhornsgatan 21|650 09|Karlstad||59.4055462|13.5721305||1780||||Signalhornsgatan 21, 650 09, Karlstad, Sweden
Navet på Nobelgymnasiet||8cjl|gymbib|Nokiagatan 20|651 84|Karlstad||59.3991553|13.5216851||1780|054-540 14 75|sonja.veka@karlstad.se||Nokiagatan 20, 651 84, Karlstad, Sweden
Sjukhusbiblioteken i Värmlands län||8cjm|sjukbib|Rosenborgsgatan 2|651 85|Karlstad||59.3730621|13.4737521||1700||ulrica.elfgren@liv.se||Rosenborgsgatan 2, 651 85, Karlstad, Sweden
Skolbibliotek på Friskolan Vivamus||8cjp|friskol|Kasernhöjden 18|653 39|Karlstad||59.38907|13.4898945||1780|070-6100295|lena.bjuresater@vivamus.se||Kasernhöjden 18, 653 39, Karlstad, Sweden
Skolbiblioteket på Internationella Engelska Skolan Karlstad||8cjq|friskol|Gruvgången 4|653 43|Karlstad||59.3794654|13.4589591||1780|073-7450783|margareta.berglund.karlstad@engelska.se||Gruvgången 4, 653 43, Karlstad, Sweden
Våxnäs bibliotek||8cjr|folkbib|Petersbergsgatan 13|653 44|Karlstad||59.3847357|13.4631297||1780||||Petersbergsgatan 13, 653 44, Karlstad, Sweden
Skolbiblioteket på Hultsbergsskolan||8cjs|skolbib|Nils Holgerssons Väg 2|653 46|Karlstad||59.3847137|13.4317509||1780||susanne.orsby@karlstad.se||Nils Holgerssons Väg 2, 653 46, Karlstad, Sweden
Skattkärrs bibliotek||8cjv|folkbib|Skattkärrsvägen 39|656 72|Skattkärr||59.4132059|13.6748772||1780||||Skattkärrsvägen 39, 656 72, Skattkärr, Sweden
Dals Långed bibliotek||8cjw|folkbib|Hemslöjdsvägen 1|660 10|Dals Långged||58.9230658|12.3089671||1460||||Hemslöjdsvägen 1, 660 10, Dals Långged, Sweden
Vålbergs bibliotek||8cjx|folkbib|Norsplan|660 50|Vålberg||59.3953525|13.1952296||1780||||Norsplan, 660 50, Vålberg, Sweden
Skolbiblioteket på Lillerudsgymnasiet||8cjy|frisgym|Lillerud|660 50|Vålberg||59.4046904|13.2645471||1780|054840800|helen.olsson@lillerud.se||Lillerud, 660 50, Vålberg, Sweden
Edsvalla bibliotek||8cjz|folkbib|Folketshusgatan 5|660 52|Edsvalla||59.4369251|13.2096991|S|1780||||Folketshusgatan 5, 660 52, Edsvalla, Sweden
Väse bibliotek||8cka|folkbib|Guståsgatan 6 B|660 57|Väse||59.3856277|13.8553603||1780||||Guståsgatan 6 B, 660 57, Väse, Sweden
Molkoms bibliotek||8ckb|folkbib|Skolgatan 3|660 60|Molkom||59.5984727|13.726078|S|1780||||Skolgatan 3, 660 60, Molkom, Sweden
Älvsbacka bibliotek||8ckc|folkbib|Sockenstugan|660 60|Molkom||59.5981209|13.7201437||1780||||Sockenstugan, 660 60, Molkom, Sweden
Molkom folkhögskola biblioteket||8ckd|folkhogbib|Mejerivägen 3|660 60|Molkom||59.6003881|13.7277833||1780||gunilla.frykensjo@regionvarmland.se||Mejerivägen 3, 660 60, Molkom, Sweden
Karlbergsgymnasiets Skolbibliotek||8ckg|gymbib|Schölinsgatan 7|662 32|Åmål||59.043362|12.7087076||1492|0532-17247|karin.andersson@amal.se||Schölinsgatan 7, 662 32, Åmål, Sweden
Skolbiblioteket på Sannerudsskolan 7 9||8ckk|skolbib|Karlslundsgatan 6|665 32|Kil||59.5004996|13.3112983||1715|0554-19363|ann-louise.eliasson@kil.se||Karlslundsgatan 6, 665 32, Kil, Sweden
Högboda bibliotek||8ckl|folkbib|Lisebergsvägen 2|665 93|Kil||59.5583761|13.0577405||1715||||Lisebergsvägen 2, 665 93, Kil, Sweden
Fagerås bibliotek||8ckm|folkbib|Inge Nylins väg 6|665 94|Fagerås||59.52213|13.22747||1715||||Inge Nylins väg 6, 665 94, Fagerås, Sweden
Bäckefors bibliotek||8ckr|folkbib|Torget|668 40|Bäckefors||58.8058606|12.1563562||1460||||Torget, 668 40, Bäckefors, Sweden
Deje bibliotek||8cks|folkbib|Brogatan 11|669 30|Deje||59.6054672|13.4648331||1763||||Brogatan 11, 669 30, Deje, Sweden
Töcksfors bibliotek||8ckt|folkbib|Sveavägen 10|670 10|Töcksfors||59.5090027|11.8369693||1765||||Sveavägen 10, 670 10, Töcksfors, Sweden
Åmotfors bibliotek||8cku|folkbib|Älvuddsgatan 38|670 40|Åmotfors||59.7623338|12.3630799||1730||||Älvuddsgatan 38, 670 40, Åmotfors, Sweden
Koppoms folk- och skolbibliotek||8ckv|folkbib|Bokbranten 1|670 41|Koppom||59.7011301|12.1491702||1730||marita.solbrekke@eda.se||Bokbranten 1, 670 41, Koppom, Sweden
Ingesund folkhögskola biblioteket||8ckx|folkhogbib|Ingesundsvägen|671 33|Arvika||59.6344919|12.6015368||1784||Par.Blomquist@regionvarmland.se||Ingesundsvägen, 671 33, Arvika, Sweden
Charlottenbergs bibliotek||8clb|folkbib|Kyrkogatan 4|673 22|Charlottenberg||59.8831071|12.3058686||1730||marianne.kristensson@eda.se||Kyrkogatan 4, 673 22, Charlottenberg, Sweden
Skolbiblioteket på Gunnarsbyskolan||8clc|skolbib|Gunnarsbyvägen 10|673 32|Charlottenberg||59.8812904|12.3129971||1730|0571-35813|marit.davidsson@eda.se||Gunnarsbyvägen 10, 673 32, Charlottenberg, Sweden
Ekshärads bibliotek||8cld|folkbib|Skolvägen 10|680 50|Ekshärad||60.1724079|13.4835962||1783||||Skolvägen 10, 680 50, Ekshärad, Sweden
Klarälvdalens folkhögskola biblioteket||8cle|folkhogbib|Kyrkvägen 13|680 51|Stöllet||60.4077689|13.2685944|S|1737||laila.n.jonsson@regionvarmland.se||Kyrkvägen 13, 680 51, Stöllet, Sweden
Skolbiblioteket på Kvistbergsskolan||8clg|skolbib|Kvistbergsvägen 30|680 60|Sysslebäck||60.7145008|12.8837846||1737|073-271 22 50|malin.jansson@torsby.se||Kvistbergsvägen 30, 680 60, Sysslebäck, Sweden
Lesjöfors bibliotek||8clh|folkbib|Skolgatan 40|680 96|Lesjöfors||59.9855383|14.1737719||1782||||Skolgatan 40, 680 96, Lesjöfors, Sweden
Skolbiblioteket på Stenstalidskolan||8cll|skolbib|Backvägen 9|681 84|Kristinehamn||59.3229884|14.1101116||1781|0550- 88308|kristina.lamas@kristinehamn.se||Backvägen 9, 681 84, Kristinehamn, Sweden
Skolbiblioteket på Ferlinskolan||8cln|skolbib|Rektor Furuskogas gata 2|682 33|Filipstad||59.7146793|14.1623022||1782|0590-614 87|gun.palmqvist@filipstad.se||Rektor Furuskogas gata 2, 682 33, Filipstad, Sweden
Skolbiblioteket på Holmesskolan||8clq|skolbib|Lasarettsvägen 13|685 34|Torsby||60.1360608|12.9945005||1737|0560-16239|maria.andersson@torsby.se||Lasarettsvägen 13, 685 34, Torsby, Sweden
Skolbiblioteket på Frykenskolan||8cls|skolbib|Järddsgatan 2|685 80|Torsby||60.1391526|13.0133186||1737|056016200|anki.olsson@torsby.se||Järddsgatan 2, 685 80, Torsby, Sweden
Biblioteket Book Antiqua SG Broby||8clu|gymbib|Svetsarevägen 2|686 80|Sunne||59.8473561|13.1519852||1766|0565-179 00|barbro.k.sundkvist@sunne.se||Svetsarevägen 2, 686 80, Sunne, Sweden
